player_name,fantasy_score,venue,opposition_team,player_team_first_role
DL Vettori,9,"Rajiv Gandhi International Stadium, Uppal",Deccan Chargers,bowling
V Kohli,84,"Rajiv Gandhi International Stadium, Uppal",Deccan Chargers,bowling
Z Khan,83,"Rajiv Gandhi International Stadium, Uppal",Deccan Chargers,bowling
CA Pujara,29,"Rajiv Gandhi International Stadium, Uppal",Deccan Chargers,bowling
R Ninan,26,"Rajiv Gandhi International Stadium, Uppal",Deccan Chargers,bowling
S Aravind,-2,"Rajiv Gandhi International Stadium, Uppal",Deccan Chargers,bowling
KC Sangakkara,79,"Rajiv Gandhi International Stadium, Uppal",Royal Challengers Bangalore,batting
B Chipli,72,"Rajiv Gandhi International Stadium, Uppal",Royal Challengers Bangalore,batting
S Dhawan,9,"Rajiv Gandhi International Stadium, Uppal",Royal Challengers Bangalore,batting
A Mishra,33,"Rajiv Gandhi International Stadium, Uppal",Royal Challengers Bangalore,batting
SK Warne,0,Sawai Mansingh Stadium,Kolkata Knight Riders,batting
Shakib Al Hasan,58,Sawai Mansingh Stadium,Rajasthan Royals,bowling
Iqbal Abdulla,0,Sawai Mansingh Stadium,Rajasthan Royals,bowling
J Botha,10,Sawai Mansingh Stadium,Kolkata Knight Riders,batting
R Dravid,35,Sawai Mansingh Stadium,Kolkata Knight Riders,batting
ND Doshi,0,Sawai Mansingh Stadium,Kolkata Knight Riders,batting
MS Bisla,-1,Sawai Mansingh Stadium,Rajasthan Royals,bowling
SR Watson,26,Sawai Mansingh Stadium,Kolkata Knight Riders,batting
B Lee,0,Sawai Mansingh Stadium,Rajasthan Royals,bowling
YK Pathan,58,Sawai Mansingh Stadium,Rajasthan Royals,bowling
SK Trivedi,0,Sawai Mansingh Stadium,Kolkata Knight Riders,batting
R Bhatia,0,Sawai Mansingh Stadium,Rajasthan Royals,bowling
AG Paunikar,3,Sawai Mansingh Stadium,Kolkata Knight Riders,batting
AL Menaria,29,Sawai Mansingh Stadium,Kolkata Knight Riders,batting
JH Kallis,97,Sawai Mansingh Stadium,Rajasthan Royals,bowling
G Gambhir,88,Sawai Mansingh Stadium,Rajasthan Royals,bowling
LRPL Taylor,29,Sawai Mansingh Stadium,Kolkata Knight Riders,batting
L Balaji,0,Sawai Mansingh Stadium,Rajasthan Royals,bowling
A Singh,25,Sawai Mansingh Stadium,Kolkata Knight Riders,batting
RV Gomez,33,Wankhede Stadium,Mumbai Indians,bowling
MM Patel,0,Wankhede Stadium,Kochi Tuskers Kerala,batting
DJ Jacobs,5,Wankhede Stadium,Kochi Tuskers Kerala,batting
RP Singh,0,Wankhede Stadium,Mumbai Indians,bowling
RA Jadeja,29,Wankhede Stadium,Mumbai Indians,bowling
AG Murtaza,0,Wankhede Stadium,Kochi Tuskers Kerala,batting
SR Tendulkar,98,Wankhede Stadium,Kochi Tuskers Kerala,batting
SL Malinga,66,Wankhede Stadium,Kochi Tuskers Kerala,batting
BB McCullum,85,Wankhede Stadium,Mumbai Indians,bowling
RR Powar,0,Wankhede Stadium,Mumbai Indians,bowling
R Vinay Kumar,39,Wankhede Stadium,Mumbai Indians,bowling
DPMD Jayawardene,57,Wankhede Stadium,Mumbai Indians,bowling
BJ Hodge,13,Wankhede Stadium,Mumbai Indians,bowling
AT Rayudu,64,Wankhede Stadium,Kochi Tuskers Kerala,batting
NLTC Perera,0,Wankhede Stadium,Mumbai Indians,bowling
Harbhajan Singh,0,Wankhede Stadium,Kochi Tuskers Kerala,batting
R Sathish,0,Wankhede Stadium,Kochi Tuskers Kerala,batting
KA Pollard,0,Wankhede Stadium,Kochi Tuskers Kerala,batting
MS Dhoni,33,"MA Chidambaram Stadium, Chepauk",Royal Challengers Bangalore,batting
AUK Pathan,16,"MA Chidambaram Stadium, Chepauk",Chennai Super Kings,bowling
JJ van der Wath,65,"MA Chidambaram Stadium, Chepauk",Chennai Super Kings,bowling
M Vijay,46,"MA Chidambaram Stadium, Chepauk",Royal Challengers Bangalore,batting
S Randiv,50,"MA Chidambaram Stadium, Chepauk",Royal Challengers Bangalore,batting
TG Southee,33,"MA Chidambaram Stadium, Chepauk",Royal Challengers Bangalore,batting
JA Morkel,68,"MA Chidambaram Stadium, Chepauk",Royal Challengers Bangalore,batting
TM Dilshan,0,"MA Chidambaram Stadium, Chepauk",Chennai Super Kings,bowling
MA Agarwal,24,"MA Chidambaram Stadium, Chepauk",Chennai Super Kings,bowling
SB Jakati,25,"MA Chidambaram Stadium, Chepauk",Royal Challengers Bangalore,batting
R Ashwin,25,"MA Chidambaram Stadium, Chepauk",Royal Challengers Bangalore,batting
AB de Villiers,74,"MA Chidambaram Stadium, Chepauk",Chennai Super Kings,bowling
SS Tiwary,12,"MA Chidambaram Stadium, Chepauk",Chennai Super Kings,bowling
SK Raina,32,"MA Chidambaram Stadium, Chepauk",Royal Challengers Bangalore,batting
DL Vettori,2,"MA Chidambaram Stadium, Chepauk",Chennai Super Kings,bowling
V Kohli,41,"MA Chidambaram Stadium, Chepauk",Chennai Super Kings,bowling
Z Khan,33,"MA Chidambaram Stadium, Chepauk",Chennai Super Kings,bowling
S Anirudha,24,"MA Chidambaram Stadium, Chepauk",Royal Challengers Bangalore,batting
CA Pujara,0,"MA Chidambaram Stadium, Chepauk",Chennai Super Kings,bowling
MEK Hussey,90,"MA Chidambaram Stadium, Chepauk",Royal Challengers Bangalore,batting
R Ninan,58,"MA Chidambaram Stadium, Chepauk",Chennai Super Kings,bowling
S Badrinath,6,"MA Chidambaram Stadium, Chepauk",Royal Challengers Bangalore,batting
MS Gony,0,"Rajiv Gandhi International Stadium, Uppal",Kings XI Punjab,batting
I Sharma,8,"Rajiv Gandhi International Stadium, Uppal",Kings XI Punjab,batting
JP Duminy,17,"Rajiv Gandhi International Stadium, Uppal",Kings XI Punjab,batting
R McLaren,66,"Rajiv Gandhi International Stadium, Uppal",Deccan Chargers,bowling
DW Steyn,1,"Rajiv Gandhi International Stadium, Uppal",Kings XI Punjab,batting
DT Christian,36,"Rajiv Gandhi International Stadium, Uppal",Kings XI Punjab,batting
S Sohal,8,"Rajiv Gandhi International Stadium, Uppal",Kings XI Punjab,batting
DB Ravi Teja,17,"Rajiv Gandhi International Stadium, Uppal",Kings XI Punjab,batting
KD Karthik,11,"Rajiv Gandhi International Stadium, Uppal",Deccan Chargers,bowling
PC Valthaty,203,"Rajiv Gandhi International Stadium, Uppal",Deccan Chargers,bowling
AC Gilchrist,60,"Rajiv Gandhi International Stadium, Uppal",Deccan Chargers,bowling
Sunny Singh,8,"Rajiv Gandhi International Stadium, Uppal",Deccan Chargers,bowling
RJ Harris,25,"Rajiv Gandhi International Stadium, Uppal",Deccan Chargers,bowling
P Kumar,0,"Rajiv Gandhi International Stadium, Uppal",Deccan Chargers,bowling
AM Nayar,11,"Rajiv Gandhi International Stadium, Uppal",Deccan Chargers,bowling
VS Malik,0,"Rajiv Gandhi International Stadium, Uppal",Deccan Chargers,bowling
KC Sangakkara,40,"Rajiv Gandhi International Stadium, Uppal",Kings XI Punjab,batting
B Chipli,16,"Rajiv Gandhi International Stadium, Uppal",Kings XI Punjab,batting
S Dhawan,48,"Rajiv Gandhi International Stadium, Uppal",Kings XI Punjab,batting
A Mishra,50,"Rajiv Gandhi International Stadium, Uppal",Kings XI Punjab,batting
SE Marsh,8,"Rajiv Gandhi International Stadium, Uppal",Deccan Chargers,bowling
PP Chawla,33,"Rajiv Gandhi International Stadium, Uppal",Deccan Chargers,bowling
JD Ryder,104,Dr DY Patil Sports Academy,Delhi Daredevils,batting
WD Parnell,9,Dr DY Patil Sports Academy,Delhi Daredevils,batting
MD Mishra,7,Dr DY Patil Sports Academy,Delhi Daredevils,batting
GC Smith,14,Dr DY Patil Sports Academy,Delhi Daredevils,batting
R Sharma,58,Dr DY Patil Sports Academy,Delhi Daredevils,batting
AA Jhunjhunwala,8,Dr DY Patil Sports Academy,Delhi Daredevils,batting
M Manhas,19,Dr DY Patil Sports Academy,Delhi Daredevils,batting
DA Warner,70,Dr DY Patil Sports Academy,Pune Warriors,bowling
MS Wade,3,Dr DY Patil Sports Academy,Pune Warriors,bowling
UT Yadav,0,Dr DY Patil Sports Academy,Pune Warriors,bowling
NV Ojha,11,Dr DY Patil Sports Academy,Pune Warriors,bowling
AJ Finch,34,Dr DY Patil Sports Academy,Pune Warriors,bowling
S Nadeem,50,Dr DY Patil Sports Academy,Pune Warriors,bowling
Yuvraj Singh,176,Dr DY Patil Sports Academy,Delhi Daredevils,batting
AC Thomas,0,Dr DY Patil Sports Academy,Delhi Daredevils,batting
IK Pathan,23,Dr DY Patil Sports Academy,Pune Warriors,bowling
V Sehwag,47,Dr DY Patil Sports Academy,Pune Warriors,bowling
JR Hopes,41,Dr DY Patil Sports Academy,Pune Warriors,bowling
AB Dinda,50,Dr DY Patil Sports Academy,Pune Warriors,bowling
RV Uthappa,24,Dr DY Patil Sports Academy,Delhi Daredevils,batting
SB Wagh,8,Dr DY Patil Sports Academy,Delhi Daredevils,batting
Y Venugopal Rao,38,Dr DY Patil Sports Academy,Pune Warriors,bowling
SW Tait,25,Eden Gardens,Kolkata Knight Riders,batting
SK Warne,28,Eden Gardens,Kolkata Knight Riders,batting
Shakib Al Hasan,66,Eden Gardens,Rajasthan Royals,bowling
Iqbal Abdulla,64,Eden Gardens,Rajasthan Royals,bowling
AM Rahane,6,Eden Gardens,Kolkata Knight Riders,batting
MS Bisla,47,Eden Gardens,Rajasthan Royals,bowling
SR Watson,13,Eden Gardens,Kolkata Knight Riders,batting
AS Raut,20,Eden Gardens,Kolkata Knight Riders,batting
B Lee,33,Eden Gardens,Rajasthan Royals,bowling
YK Pathan,25,Eden Gardens,Rajasthan Royals,bowling
SK Trivedi,0,Eden Gardens,Kolkata Knight Riders,batting
R Bhatia,33,Eden Gardens,Rajasthan Royals,bowling
MK Tiwary,34,Eden Gardens,Rajasthan Royals,bowling
AG Paunikar,15,Eden Gardens,Kolkata Knight Riders,batting
AL Menaria,20,Eden Gardens,Kolkata Knight Riders,batting
FY Fazal,3,Eden Gardens,Kolkata Knight Riders,batting
JH Kallis,0,Eden Gardens,Rajasthan Royals,bowling
G Gambhir,24,Eden Gardens,Rajasthan Royals,bowling
LRPL Taylor,10,Eden Gardens,Kolkata Knight Riders,batting
L Balaji,91,Eden Gardens,Rajasthan Royals,bowling
A Singh,0,Eden Gardens,Kolkata Knight Riders,batting
MS Dhoni,15,Nehru Stadium,Kochi Tuskers Kerala,batting
RV Gomez,33,Nehru Stadium,Chennai Super Kings,bowling
M Vijay,32,Nehru Stadium,Kochi Tuskers Kerala,batting
TG Southee,0,Nehru Stadium,Kochi Tuskers Kerala,batting
JA Morkel,19,Nehru Stadium,Kochi Tuskers Kerala,batting
RP Singh,25,Nehru Stadium,Chennai Super Kings,bowling
DE Bollinger,25,Nehru Stadium,Kochi Tuskers Kerala,batting
SB Jakati,0,Nehru Stadium,Kochi Tuskers Kerala,batting
RA Jadeja,18,Nehru Stadium,Chennai Super Kings,bowling
R Ashwin,50,Nehru Stadium,Kochi Tuskers Kerala,batting
PA Patel,46,Nehru Stadium,Chennai Super Kings,bowling
SK Raina,55,Nehru Stadium,Kochi Tuskers Kerala,batting
BB McCullum,55,Nehru Stadium,Chennai Super Kings,bowling
RR Powar,0,Nehru Stadium,Chennai Super Kings,bowling
